codigo_municipio,sigla_estado,nome_municipio,numero_de_estabelecimentos_agricolas,numero_de_tratores_em_uso
2516300,PB,Sumé,14.0,
2516409,PB,Tacima,12.0,17.0
2516508,PB,Taperoá,31.0,44.0
2516607,PB,Tavares,2.0,
2516706,PB,Teixeira,7.0,10.0
2516755,PB,Tenório,2.0,
2516805,PB,Triunfo,12.0,15.0
2516904,PB,Uiraúna,7.0,
2517001,PB,Umbuzeiro,1.0,
2517100,PB,Várzea,3.0,3.0
2517209,PB,Vieirópolis,1.0,
2517407,PB,Zabelê,1.0,
2600054,PE,Abreu e Lima,,
2600104,PE,Afogados da Ingazeira,7.0,9.0
2600203,PE,Afrânio,63.0,65.0
2600302,PE,Agrestina,28.0,42.0
2600401,PE,Água Preta,18.0,31.0
2600500,PE,Águas Belas,56.0,67.0
2600609,PE,Alagoinha,8.0,
2600708,PE,Aliança,22.0,65.0
2600807,PE,Altinho,24.0,30.0
2600906,PE,Amaraji,18.0,31.0
2601003,PE,Angelim,13.0,17.0
2601052,PE,Araçoiaba,1.0,
2601102,PE,Araripina,263.0,287.0
2601201,PE,Arcoverde,8.0,13.0
2601300,PE,Barra de Guabiraba,8.0,11.0
2601409,PE,Barreiros,10.0,
2601508,PE,Belém de Maria,4.0,5.0
2601607,PE,Belém do São Francisco,66.0,84.0
2601706,PE,Belo Jardim,20.0,24.0
2601805,PE,Betânia,12.0,12.0
2601904,PE,Bezerros,33.0,36.0
2602001,PE,Bodocó,60.0,66.0
2602100,PE,Bom Conselho,74.0,97.0
2602209,PE,Bom Jardim,10.0,14.0
2602308,PE,Bonito,20.0,28.0
2602407,PE,Brejão,22.0,38.0
2602506,PE,Brejinho,4.0,4.0
2602605,PE,Brejo da Madre de Deus,15.0,22.0
2602704,PE,Buenos Aires,9.0,
2602803,PE,Buíque,61.0,75.0
2602902,PE,Cabo de Santo Agostinho,21.0,64.0
2603009,PE,Cabrobó,37.0,41.0
2603108,PE,Cachoeirinha,16.0,18.0
2603207,PE,Caetés,47.0,52.0
2603306,PE,Calçado,28.0,32.0
2603405,PE,Calumbi,3.0,3.0
2603454,PE,Camaragibe,3.0,
2603504,PE,Camocim de São Félix,16.0,18.0
2603603,PE,Camutanga,2.0,
2603702,PE,Canhotinho,36.0,39.0
2603801,PE,Capoeiras,43.0,48.0
2603900,PE,Carnaíba,2.0,
2603926,PE,Carnaubeira da Penha,2.0,
2604007,PE,Carpina,14.0,
2604106,PE,Caruaru,49.0,58.0
2604155,PE,Casinhas,4.0,5.0
2604205,PE,Catende,2.0,
2604304,PE,Cedro,27.0,36.0
2604403,PE,Chã de Alegria,3.0,
2604502,PE,Chã Grande,8.0,11.0
2604601,PE,Condado,5.0,
2604700,PE,Correntes,15.0,16.0
2604809,PE,Cortês,3.0,16.0
2604908,PE,Cumaru,32.0,45.0
2605004,PE,Cupira,10.0,
2605103,PE,Custódia,38.0,49.0
2605152,PE,Dormentes,61.0,
2605202,PE,Escada,23.0,71.0
2605301,PE,Exu,208.0,230.0
2605400,PE,Feira Nova,14.0,
2605459,PE,Fernando de Noronha,3.0,3.0
2605509,PE,Ferreiros,13.0,29.0
2605608,PE,Flores,29.0,30.0
2605707,PE,Floresta,12.0,16.0
2605806,PE,Frei Miguelinho,34.0,37.0
2605905,PE,Gameleira,11.0,18.0
2606002,PE,Garanhuns,52.0,61.0
2606101,PE,Glória do Goitá,55.0,66.0
2606200,PE,Goiana,22.0,31.0
2606309,PE,Granito,18.0,20.0
2606408,PE,Gravatá,60.0,75.0
2606507,PE,Iati,62.0,69.0
2606606,PE,Ibimirim,85.0,100.0
2606705,PE,Ibirajuba,5.0,
2606804,PE,Igarassu,4.0,9.0
2606903,PE,Iguaracy,29.0,35.0
2607000,PE,Inajá,21.0,25.0
2607109,PE,Ingazeira,4.0,5.0
2607208,PE,Ipojuca,12.0,63.0
2607307,PE,Ipubi,63.0,66.0
2607406,PE,Itacuruba,5.0,7.0
2607505,PE,Itaíba,61.0,65.0
2607604,PE,Ilha de Itamaracá,1.0,
2607653,PE,Itambé,32.0,67.0
2607703,PE,Itapetim,10.0,17.0
2607752,PE,Itapissuma,1.0,
2607802,PE,Itaquitinga,9.0,
2607901,PE,Jaboatão dos Guararapes,12.0,18.0
2607950,PE,Jaqueira,1.0,
2608008,PE,Jataúba,2.0,
2608057,PE,Jatobá,14.0,18.0
2608107,PE,João Alfredo,5.0,7.0
2608206,PE,Joaquim Nabuco,2.0,
2608255,PE,Jucati,36.0,41.0
2608305,PE,Jupi,23.0,24.0
2608404,PE,Jurema,8.0,8.0
2608453,PE,Lagoa do Carro,13.0,
2608503,PE,Lagoa de Itaenga,9.0,16.0
2608602,PE,Lagoa do Ouro,7.0,11.0
2608701,PE,Lagoa dos Gatos,10.0,
2608750,PE,Lagoa Grande,29.0,
2608800,PE,Lajedo,22.0,32.0
2608909,PE,Limoeiro,41.0,54.0
2609006,PE,Macaparana,10.0,14.0
2609105,PE,Machados,2.0,
2609154,PE,Manari,6.0,
2609204,PE,Maraial,,
2609303,PE,Mirandiba,11.0,12.0
2609402,PE,Moreno,17.0,65.0
2609501,PE,Nazaré da Mata,13.0,
2609600,PE,Olinda,1.0,
2609709,PE,Orobó,6.0,
2609808,PE,Orocó,29.0,35.0
2609907,PE,Ouricuri,100.0,107.0
2610004,PE,Palmares,11.0,17.0
2610103,PE,Palmeirina,2.0,
2610202,PE,Panelas,7.0,
2610301,PE,Paranatama,8.0,8.0
2610400,PE,Parnamirim,21.0,21.0
2610509,PE,Passira,33.0,42.0
2610608,PE,Paudalho,25.0,47.0
2610707,PE,Paulista,4.0,5.0
2610806,PE,Pedra,44.0,61.0
2610905,PE,Pesqueira,36.0,50.0
2611002,PE,Petrolândia,88.0,118.0
2611101,PE,Petrolina,788.0,1235.0
2611200,PE,Poção,4.0,
2611309,PE,Pombos,77.0,
2611408,PE,Primavera,6.0,
2611507,PE,Quipapá,6.0,7.0
2611533,PE,Quixaba,1.0,
2611606,PE,Recife,13.0,22.0
2611705,PE,Riacho das Almas,30.0,
2611804,PE,Ribeirão,16.0,
2611903,PE,Rio Formoso,43.0,147.0
2612000,PE,Sairé,24.0,28.0
2612109,PE,Salgadinho,3.0,3.0
2612208,PE,Salgueiro,19.0,21.0
2612307,PE,Saloá,11.0,12.0
2612406,PE,Sanharó,27.0,42.0
2612455,PE,Santa Cruz,26.0,31.0
2612471,PE,Santa Cruz da Baixa Verde,9.0,
2612505,PE,Santa Cruz do Capibaribe,6.0,
2612554,PE,Santa Filomena,14.0,16.0
2612604,PE,Santa Maria da Boa Vista,46.0,62.0
2612703,PE,Santa Maria do Cambucá,11.0,
2612802,PE,Santa Terezinha,6.0,7.0
2612901,PE,São Benedito do Sul,8.0,8.0
2613008,PE,São Bento do Una,64.0,98.0
2613107,PE,São Caitano,18.0,23.0
2613206,PE,São João,33.0,39.0
2613305,PE,São Joaquim do Monte,6.0,
2613404,PE,São José da Coroa Grande,2.0,
2613503,PE,São José do Belmonte,43.0,59.0
2613602,PE,São José do Egito,37.0,42.0
2613701,PE,São Lourenço da Mata,10.0,
2613800,PE,São Vicente Férrer,10.0,
2613909,PE,Serra Talhada,80.0,90.0
2614006,PE,Serrita,38.0,48.0
2614105,PE,Sertânia,37.0,46.0
2614204,PE,Sirinhaém,19.0,
2614303,PE,Moreilândia,8.0,10.0
2614402,PE,Solidão,2.0,
2614501,PE,Surubim,44.0,
2614600,PE,Tabira,15.0,22.0
2614709,PE,Tacaimbó,14.0,
2614808,PE,Tacaratu,22.0,24.0
2614857,PE,Tamandaré,5.0,
2615003,PE,Taquaritinga do Norte,8.0,
2615102,PE,Terezinha,9.0,10.0
2615201,PE,Terra Nova,2.0,
2615300,PE,Timbaúba,16.0,24.0
2615409,PE,Toritama,,
2615508,PE,Tracunhaém,8.0,24.0
2615607,PE,Trindade,19.0,
2615706,PE,Triunfo,5.0,5.0
2615805,PE,Tupanatinga,10.0,
2615904,PE,Tuparetama,4.0,
2616001,PE,Venturosa,14.0,
2616100,PE,Verdejante,220.0,220.0
2616183,PE,Vertente do Lério,4.0,
2616209,PE,Vertentes,19.0,
2616308,PE,Vicência,9.0,30.0
2616407,PE,Vitória de Santo Antão,31.0,
2616506,PE,Xexéu,5.0,13.0
2700102,AL,Água Branca,14.0,20.0
2700201,AL,Anadia,14.0,17.0
2700300,AL,Arapiraca,46.0,68.0
2700409,AL,Atalaia,40.0,78.0
2700508,AL,Barra de Santo Antônio,6.0,38.0
2700607,AL,Barra de São Miguel,,
2700706,AL,Batalha,48.0,71.0
2700805,AL,Belém,18.0,26.0
2700904,AL,Belo Monte,9.0,11.0
2701001,AL,Boca da Mata,21.0,36.0
2701100,AL,Branquinha,,
2701209,AL,Cacimbinhas,25.0,48.0
2701308,AL,Cajueiro,7.0,23.0
2701357,AL,Campestre,8.0,
2701407,AL,Campo Alegre,14.0,67.0
2701506,AL,Campo Grande,11.0,
2701605,AL,Canapi,37.0,41.0
2701704,AL,Capela,16.0,24.0
2701803,AL,Carneiros,11.0,13.0
2701902,AL,Chã Preta,9.0,14.0
2702009,AL,Coité do Nóia,9.0,9.0
2702108,AL,Colônia Leopoldina,12.0,24.0
2702207,AL,Coqueiro Seco,1.0,
2702306,AL,Coruripe,93.0,227.0
2702355,AL,Craíbas,33.0,51.0
2702405,AL,Delmiro Gouveia,13.0,
2702504,AL,Dois Riachos,8.0,9.0
2702553,AL,Estrela de Alagoas,23.0,27.0
2702603,AL,Feira Grande,22.0,27.0
2702702,AL,Feliz Deserto,25.0,41.0
2702801,AL,Flexeiras,22.0,34.0
2702900,AL,Girau do Ponciano,48.0,68.0
2703007,AL,Ibateguara,8.0,8.0
2703106,AL,Igaci,42.0,70.0
2703205,AL,Igreja Nova,56.0,78.0
2703304,AL,Inhapi,32.0,34.0
2703403,AL,Jacaré dos Homens,29.0,50.0
2703502,AL,Jacuípe,12.0,23.0
2703601,AL,Japaratinga,18.0,
2703700,AL,Jaramataia,22.0,27.0
2703759,AL,Jequiá da Praia,12.0,34.0
2703809,AL,Joaquim Gomes,7.0,
2703908,AL,Jundiá,9.0,
2704005,AL,Junqueiro,28.0,56.0
2704104,AL,Lagoa da Canoa,24.0,28.0
2704203,AL,Limoeiro de Anadia,39.0,59.0
2704302,AL,Maceió,12.0,35.0
2704401,AL,Major Isidoro,66.0,96.0
2704500,AL,Maragogi,21.0,
2704609,AL,Maravilha,15.0,18.0
2704708,AL,Marechal Deodoro,16.0,52.0
2704807,AL,Maribondo,5.0,
2704906,AL,Mar Vermelho,3.0,4.0
2705002,AL,Mata Grande,10.0,18.0
2705101,AL,Matriz de Camaragibe,21.0,43.0
2705200,AL,Messias,4.0,
2705309,AL,Minador do Negrão,24.0,40.0
2705408,AL,Monteirópolis,4.0,6.0
2705507,AL,Murici,25.0,40.0
2705606,AL,Novo Lino,8.0,
2705705,AL,Olho d'Água das Flores,17.0,22.0
2705804,AL,Olho d'Água do Casado,11.0,
2705903,AL,Olho d'Água Grande,12.0,19.0
2706000,AL,Olivença,15.0,16.0
2706109,AL,Ouro Branco,9.0,
2706208,AL,Palestina,7.0,9.0
2706307,AL,Palmeira dos Índios,50.0,78.0
2706406,AL,Pão de Açúcar,25.0,38.0
2706422,AL,Pariconha,3.0,3.0
2706448,AL,Paripueira,4.0,
2706505,AL,Passo de Camaragibe,19.0,40.0
2706604,AL,Paulo Jacinto,8.0,11.0
2706703,AL,Penedo,96.0,138.0
2706802,AL,Piaçabuçu,29.0,
2706901,AL,Pilar,20.0,43.0
2707008,AL,Pindoba,6.0,
2707107,AL,Piranhas,34.0,39.0
2707206,AL,Poço das Trincheiras,114.0,115.0
2707305,AL,Porto Calvo,20.0,
2707404,AL,Porto de Pedras,21.0,38.0
2707503,AL,Porto Real do Colégio,80.0,97.0
2707602,AL,Quebrangulo,17.0,25.0
2707701,AL,Rio Largo,7.0,82.0
2707800,AL,Roteiro,4.0,
2707909,AL,Santa Luzia do Norte,5.0,8.0
2708006,AL,Santana do Ipanema,14.0,15.0
2708105,AL,Santana do Mundaú,5.0,5.0
2708204,AL,São Brás,4.0,8.0
2708303,AL,São José da Laje,5.0,55.0
2708402,AL,São José da Tapera,20.0,22.0
2708501,AL,São Luís do Quitunde,20.0,54.0
2708600,AL,São Miguel dos Campos,17.0,74.0
2708709,AL,São Miguel dos Milagres,13.0,
2708808,AL,São Sebastião,46.0,74.0
2708907,AL,Satuba,2.0,
2708956,AL,Senador Rui Palmeira,16.0,17.0
2709004,AL,Tanque d'Arca,3.0,3.0
2709103,AL,Taquarana,17.0,24.0
2709152,AL,Teotônio Vilela,26.0,51.0
2709202,AL,Traipu,41.0,46.0
2709301,AL,União dos Palmares,16.0,18.0
2709400,AL,Viçosa,17.0,20.0
2800100,SE,Amparo do São Francisco,5.0,6.0
2800209,SE,Aquidabã,22.0,
2800308,SE,Aracaju,4.0,4.0
2800407,SE,Arauá,91.0,124.0
2800506,SE,Areia Branca,13.0,
2800605,SE,Barra dos Coqueiros,12.0,
2800670,SE,Boquim,101.0,118.0
2800704,SE,Brejo Grande,24.0,
2801009,SE,Campo do Brito,18.0,26.0
2801108,SE,Canhoba,27.0,44.0
2801207,SE,Canindé de São Francisco,24.0,33.0
2801306,SE,Capela,23.0,104.0
2801405,SE,Carira,213.0,334.0
2801504,SE,Carmópolis,5.0,
2801603,SE,Cedro de São João,6.0,
2801702,SE,Cristinápolis,44.0,81.0
2801900,SE,Cumbe,11.0,17.0
2802007,SE,Divina Pastora,6.0,
2802106,SE,Estância,84.0,100.0
2802205,SE,Feira Nova,35.0,53.0
2802304,SE,Frei Paulo,128.0,231.0
2802403,SE,Gararu,57.0,70.0
2802502,SE,General Maynard,1.0,
2802601,SE,Graccho Cardoso,15.0,21.0
2802700,SE,Ilha das Flores,20.0,24.0
2802809,SE,Indiaroba,59.0,72.0
2802908,SE,Itabaiana,20.0,25.0
2803005,SE,Itabaianinha,148.0,175.0
2803104,SE,Itabi,19.0,23.0
2803203,SE,Itaporanga d'Ajuda,70.0,94.0
2803302,SE,Japaratuba,63.0,97.0
2803401,SE,Japoatã,38.0,89.0
2803500,SE,Lagarto,229.0,277.0
2803609,SE,Laranjeiras,17.0,109.0
2803708,SE,Macambira,18.0,27.0
2803807,SE,Malhada dos Bois,4.0,
2803906,SE,Malhador,11.0,11.0
2804003,SE,Maruim,7.0,
2804102,SE,Moita Bonita,34.0,
2804201,SE,Monte Alegre de Sergipe,74.0,102.0
2804300,SE,Muribeca,6.0,10.0
2804409,SE,Neópolis,39.0,69.0
2804458,SE,Nossa Senhora Aparecida,107.0,159.0
2804508,SE,Nossa Senhora da Glória,138.0,190.0
2804607,SE,Nossa Senhora das Dores,49.0,65.0
2804706,SE,Nossa Senhora de Lourdes,22.0,34.0
2804805,SE,Nossa Senhora do Socorro,16.0,21.0
2804904,SE,Pacatuba,15.0,
2805000,SE,Pedra Mole,25.0,33.0
2805109,SE,Pedrinhas,19.0,21.0
2805208,SE,Pinhão,35.0,49.0
2805307,SE,Pirambu,19.0,27.0
2805406,SE,Poço Redondo,80.0,98.0
2805505,SE,Poço Verde,185.0,244.0
2805604,SE,Porto da Folha,71.0,102.0
2805703,SE,Propriá,26.0,32.0
2805802,SE,Riachão do Dantas,73.0,85.0
2805901,SE,Riachuelo,8.0,
2806008,SE,Ribeirópolis,52.0,69.0
2806107,SE,Rosário do Catete,4.0,
2806206,SE,Salgado,91.0,99.0
2806305,SE,Santa Luzia do Itanhy,49.0,57.0
2806404,SE,Santana do São Francisco,9.0,19.0
2806503,SE,Santa Rosa de Lima,5.0,10.0
2806602,SE,Santo Amaro das Brotas,17.0,
2806701,SE,São Cristóvão,39.0,49.0
2806800,SE,São Domingos,2.0,
2806909,SE,São Francisco,9.0,
2807006,SE,São Miguel do Aleixo,21.0,35.0
2807105,SE,Simão Dias,164.0,240.0
2807204,SE,Siriri,19.0,50.0
2807303,SE,Telha,11.0,19.0
2807402,SE,Tobias Barreto,56.0,67.0
2807501,SE,Tomar do Geru,37.0,49.0
2807600,SE,Umbaúba,95.0,116.0
2900108,BA,Abaíra,12.0,13.0
2900207,BA,Abaré,21.0,
2900306,BA,Acajutiba,46.0,60.0
2900355,BA,Adustina,435.0,560.0
2900405,BA,Água Fria,27.0,66.0
2900504,BA,Érico Cardoso,8.0,
2900603,BA,Aiquara,10.0,
2900702,BA,Alagoinhas,73.0,125.0
2900801,BA,Alcobaça,128.0,168.0
2900900,BA,Almadina,7.0,
2901007,BA,Amargosa,34.0,41.0
2901106,BA,Amélia Rodrigues,41.0,46.0
2901155,BA,América Dourada,201.0,271.0
2901205,BA,Anagé,42.0,
2901304,BA,Andaraí,19.0,44.0
2901353,BA,Andorinha,34.0,54.0
2901403,BA,Angical,95.0,126.0
2901502,BA,Anguera,45.0,
2901601,BA,Antas,72.0,86.0
2901700,BA,Antônio Cardoso,15.0,24.0
2901809,BA,Antônio Gonçalves,8.0,8.0
2901908,BA,Aporá,43.0,54.0
2901957,BA,Apuarema,2.0,
2902005,BA,Aracatu,34.0,
2902054,BA,Araçás,41.0,57.0
2902104,BA,Araci,69.0,87.0
2902203,BA,Aramari,14.0,16.0
2902252,BA,Arataca,7.0,11.0
2902302,BA,Aratuípe,57.0,62.0
2902401,BA,Aurelino Leal,11.0,15.0
2902500,BA,Baianópolis,96.0,199.0
2902609,BA,Baixa Grande,75.0,89.0
2902658,BA,Banzaê,18.0,20.0
2902708,BA,Barra,26.0,44.0
2902807,BA,Barra da Estiva,96.0,110.0
2902906,BA,Barra do Choça,291.0,409.0
2903003,BA,Barra do Mendes,76.0,81.0
2903102,BA,Barra do Rocha,15.0,20.0
2903201,BA,Barreiras,261.0,884.0
2903235,BA,Barro Alto,174.0,214.0
2903276,BA,Barrocas,11.0,
2903300,BA,Barro Preto,4.0,
2903409,BA,Belmonte,106.0,175.0
2903508,BA,Belo Campo,23.0,27.0
2903607,BA,Biritinga,37.0,40.0
2903706,BA,Boa Nova,27.0,33.0
2903805,BA,Boa Vista do Tupim,53.0,74.0
2903904,BA,Bom Jesus da Lapa,91.0,130.0
2903953,BA,Bom Jesus da Serra,6.0,7.0
2904001,BA,Boninal,14.0,
2904050,BA,Bonito,56.0,115.0
2904100,BA,Boquira,19.0,
2904209,BA,Botuporã,14.0,18.0
2904308,BA,Brejões,38.0,61.0
2904407,BA,Brejolândia,37.0,54.0
2904506,BA,Brotas de Macaúbas,5.0,5.0
2904605,BA,Brumado,169.0,186.0
2904704,BA,Buerarema,2.0,
2904753,BA,Buritirama,5.0,
2904803,BA,Caatiba,9.0,11.0
2904852,BA,Cabaceiras do Paraguaçu,48.0,52.0
2904902,BA,Cachoeira,22.0,32.0
2905008,BA,Caculé,33.0,38.0
2905107,BA,Caém,37.0,41.0
2905156,BA,Caetanos,9.0,10.0
2905206,BA,Caetité,49.0,52.0
2905305,BA,Cafarnaum,174.0,201.0
2905404,BA,Cairu,2.0,
2905503,BA,Caldeirão Grande,18.0,23.0
2905602,BA,Camacan,23.0,31.0
2905701,BA,Camaçari,52.0,60.0
2905800,BA,Camamu,31.0,36.0
2905909,BA,Campo Alegre de Lourdes,21.0,23.0
2906006,BA,Campo Formoso,62.0,
2906105,BA,Canápolis,6.0,8.0
2906204,BA,Canarana,318.0,395.0
2906303,BA,Canavieiras,111.0,155.0
2906402,BA,Candeal,15.0,
2906501,BA,Candeias,24.0,26.0
2906600,BA,Candiba,56.0,72.0
2906709,BA,Cândido Sales,45.0,52.0
2906808,BA,Cansanção,29.0,32.0
2906824,BA,Canudos,30.0,33.0
2906857,BA,Capela do Alto Alegre,40.0,47.0
2906873,BA,Capim Grosso,16.0,
2906899,BA,Caraíbas,43.0,59.0
2906907,BA,Caravelas,119.0,209.0
2907004,BA,Cardeal da Silva,12.0,14.0
2907103,BA,Carinhanha,82.0,113.0
2907202,BA,Casa Nova,224.0,427.0
2907301,BA,Castro Alves,37.0,44.0
2907400,BA,Catolândia,23.0,34.0
2907509,BA,Catu,28.0,36.0
2907558,BA,Caturama,25.0,26.0
2907608,BA,Central,119.0,143.0
2907707,BA,Chorrochó,40.0,41.0
2907806,BA,Cícero Dantas,142.0,157.0
2907905,BA,Cipó,20.0,
2908002,BA,Coaraci,5.0,
2908101,BA,Cocos,87.0,271.0
2908200,BA,Conceição da Feira,20.0,25.0
2908309,BA,Conceição do Almeida,25.0,30.0
2908408,BA,Conceição do Coité,71.0,81.0
2908507,BA,Conceição do Jacuípe,34.0,43.0
2908606,BA,Conde,85.0,117.0
2908705,BA,Condeúba,41.0,46.0
2908804,BA,Contendas do Sincorá,19.0,26.0
2908903,BA,Coração de Maria,124.0,134.0
2909000,BA,Cordeiros,19.0,
2909109,BA,Coribe,50.0,64.0
2909208,BA,Coronel João Sá,141.0,199.0
2909307,BA,Correntina,132.0,733.0
2909406,BA,Cotegipe,64.0,119.0
2909505,BA,Cravolândia,4.0,7.0
2909604,BA,Crisópolis,88.0,93.0
2909703,BA,Cristópolis,53.0,73.0
2909802,BA,Cruz das Almas,36.0,
2909901,BA,Curaçá,69.0,99.0
2910008,BA,Dário Meira,20.0,22.0
2910057,BA,Dias d'Ávila,3.0,4.0
2910107,BA,Dom Basílio,31.0,
2910206,BA,Dom Macedo Costa,7.0,9.0
2910305,BA,Elísio Medrado,9.0,10.0
2910404,BA,Encruzilhada,183.0,284.0
2910503,BA,Entre Rios,66.0,105.0
2910602,BA,Esplanada,143.0,174.0
2910701,BA,Euclides da Cunha,261.0,322.0
2910727,BA,Eunápolis,111.0,288.0
2910750,BA,Fátima,238.0,290.0
2910776,BA,Feira da Mata,45.0,66.0
2910800,BA,Feira de Santana,96.0,116.0
2910859,BA,Filadélfia,40.0,47.0
2910909,BA,Firmino Alves,8.0,10.0
2911006,BA,Floresta Azul,10.0,13.0
2911105,BA,Formosa do Rio Preto,262.0,1689.0
2911204,BA,Gandu,6.0,6.0
2911253,BA,Gavião,12.0,
2911303,BA,Gentio do Ouro,4.0,
2911402,BA,Glória,37.0,40.0
2911501,BA,Gongogi,16.0,38.0
2911600,BA,Governador Mangabeira,26.0,45.0
2911659,BA,Guajeru,8.0,9.0
2911709,BA,Guanambi,109.0,123.0
2911808,BA,Guaratinga,97.0,142.0
2911857,BA,Heliópolis,64.0,75.0
2911907,BA,Iaçu,76.0,106.0
2912004,BA,Ibiassucê,19.0,
2912103,BA,Ibicaraí,5.0,
2912202,BA,Ibicoara,100.0,199.0
2912301,BA,Ibicuí,40.0,58.0
2912400,BA,Ibipeba,165.0,185.0
2912509,BA,Ibipitanga,10.0,
2912608,BA,Ibiquera,13.0,16.0
2912707,BA,Ibirapitanga,7.0,7.0
2912806,BA,Ibirapuã,66.0,139.0
2912905,BA,Ibirataia,9.0,10.0
2913002,BA,Ibitiara,13.0,13.0
2913101,BA,Ibititá,362.0,443.0
2913200,BA,Ibotirama,31.0,36.0
2913309,BA,Ichu,1.0,
2913408,BA,Igaporã,30.0,34.0
2913457,BA,Igrapiúna,19.0,30.0
2913507,BA,Iguaí,28.0,38.0
2913606,BA,Ilhéus,70.0,85.0
2913705,BA,Inhambupe,112.0,207.0
2913804,BA,Ipecaetá,27.0,
2913903,BA,Ipiaú,20.0,21.0
2914000,BA,Ipirá,85.0,107.0
2914109,BA,Ipupiara,5.0,
2914208,BA,Irajuba,23.0,32.0
2914307,BA,Iramaia,45.0,70.0
2914406,BA,Iraquara,39.0,53.0
2914505,BA,Irará,71.0,84.0
2914604,BA,Irecê,133.0,181.0
2914653,BA,Itabela,142.0,255.0
2914703,BA,Itaberaba,87.0,135.0
2914802,BA,Itabuna,17.0,21.0
2914901,BA,Itacaré,16.0,20.0
2915007,BA,Itaeté,34.0,54.0
2915106,BA,Itagi,5.0,6.0
2915205,BA,Itagibá,51.0,72.0
2915304,BA,Itagimirim,28.0,35.0
2915353,BA,Itaguaçu da Bahia,64.0,83.0
2915403,BA,Itaju do Colônia,55.0,86.0
2915502,BA,Itajuípe,11.0,
2915601,BA,Itamaraju,183.0,339.0
2915700,BA,Itamari,2.0,
2915809,BA,Itambé,94.0,122.0
2915908,BA,Itanagra,25.0,49.0
2916005,BA,Itanhém,21.0,29.0
2916104,BA,Itaparica,1.0,
2916203,BA,Itapé,22.0,25.0
2916302,BA,Itapebi,26.0,35.0
2916401,BA,Itapetinga,96.0,140.0
2916500,BA,Itapicuru,196.0,280.0
2916609,BA,Itapitanga,12.0,
2916708,BA,Itaquara,39.0,47.0
2916807,BA,Itarantim,160.0,178.0
2916856,BA,Itatim,13.0,20.0
2916906,BA,Itiruçu,53.0,77.0
2917003,BA,Itiúba,31.0,
2917102,BA,Itororó,12.0,15.0
2917201,BA,Ituaçu,32.0,40.0
2917300,BA,Ituberá,18.0,24.0
2917334,BA,Iuiu,74.0,107.0
2917359,BA,Jaborandi,106.0,515.0
2917409,BA,Jacaraci,40.0,43.0
2917508,BA,Jacobina,72.0,78.0
2917607,BA,Jaguaquara,79.0,101.0
2917706,BA,Jaguarari,13.0,
2917805,BA,Jaguaripe,128.0,153.0
2917904,BA,Jandaíra,35.0,51.0
2918001,BA,Jequié,61.0,74.0
2918100,BA,Jeremoabo,181.0,224.0
2918209,BA,Jiquiriçá,8.0,
2918308,BA,Jitaúna,9.0,11.0
2918357,BA,João Dourado,166.0,217.0
2918407,BA,Juazeiro,459.0,908.0
2918456,BA,Jucuruçu,22.0,29.0
2918506,BA,Jussara,110.0,127.0
2918555,BA,Jussari,9.0,
2918605,BA,Jussiape,56.0,
2918704,BA,Lafaiete Coutinho,35.0,41.0
2918753,BA,Lagoa Real,28.0,29.0
2918803,BA,Laje,130.0,182.0
2918902,BA,Lajedão,19.0,26.0
2919009,BA,Lajedinho,21.0,31.0
2919058,BA,Lajedo do Tabocal,45.0,
2919108,BA,Lamarão,24.0,
2919157,BA,Lapão,348.0,460.0
2919207,BA,Lauro de Freitas,,
2919306,BA,Lençóis,12.0,21.0
2919405,BA,Licínio de Almeida,36.0,40.0
2919504,BA,Livramento de Nossa Senhora,83.0,100.0
2919553,BA,Luís Eduardo Magalhães,173.0,880.0
2919603,BA,Macajuba,22.0,
2919702,BA,Macarani,65.0,65.0
2919801,BA,Macaúbas,54.0,58.0
2919900,BA,Macururé,4.0,
2919959,BA,Maetinga,4.0,4.0
2920007,BA,Maiquinique,45.0,
2920106,BA,Mairi,62.0,77.0
2920205,BA,Malhada,109.0,204.0
2920304,BA,Malhada de Pedras,22.0,23.0
2920403,BA,Manoel Vitorino,34.0,41.0
2920452,BA,Mansidão,17.0,25.0
2920502,BA,Maracás,96.0,110.0
2920601,BA,Maragogipe,50.0,56.0
2920700,BA,Maraú,25.0,34.0
2920809,BA,Marcionílio Souza,38.0,62.0
2920908,BA,Mascote,18.0,29.0
2921005,BA,Mata de São João,42.0,56.0
2921054,BA,Matina,6.0,8.0
2921104,BA,Medeiros Neto,71.0,100.0
2921203,BA,Miguel Calmon,77.0,94.0
2921302,BA,Milagres,9.0,9.0
2921401,BA,Mirangaba,22.0,30.0
2921450,BA,Mirante,19.0,
2921500,BA,Monte Santo,103.0,113.0
2921609,BA,Morpará,10.0,
2921708,BA,Morro do Chapéu,162.0,195.0
2921807,BA,Mortugaba,30.0,
2921906,BA,Mucugê,44.0,261.0
2922003,BA,Mucuri,162.0,292.0
2922052,BA,Mulungu do Morro,117.0,
2922102,BA,Mundo Novo,89.0,109.0
2922201,BA,Muniz Ferreira,11.0,11.0
2922250,BA,Muquém do São Francisco,98.0,203.0
2922300,BA,Muritiba,39.0,
2922409,BA,Mutuípe,6.0,7.0
2922508,BA,Nazaré,20.0,22.0
2922607,BA,Nilo Peçanha,8.0,
2922656,BA,Nordestina,12.0,
2922706,BA,Nova Canaã,35.0,39.0
2922730,BA,Nova Fátima,9.0,9.0
